Sample, clk, data
76365658, 1, 1
76365711, 0, 1
76365742, 0, 0
76365793, 1, 0
76365843, 1, 1
76365893, 0, 0
76365952, 1, 0
76366004, 0, 0
76366065, 1, 0
76366116, 0, 0
76366117, 0, 1
76366216, 1, 1
76366266, 1, 0
76366316, 0, 0
76366392, 1, 0
76366445, 0, 0
76366510, 1, 0
76366563, 0, 0
76366628, 1, 0
76366682, 0, 0
76366701, 0, 1
76366748, 1, 1
76366801, 0, 1
76366868, 1, 1
76366921, 0, 1
76366987, 1, 1
76367040, 0, 1
76367058, 0, 0
76367106, 1, 0
76367159, 0, 0
76367224, 1, 0
76367277, 0, 0
76367308, 0, 1
76367355, 1, 1
76367408, 0, 1
76367426, 0, 0
76367474, 1, 0
76367527, 0, 0
76367545, 0, 1
76367593, 1, 1
76367646, 0, 1
76367712, 1, 1
76367765, 0, 1
76367783, 0, 0
76367830, 1, 0
76367883, 0, 0
76367902, 0, 1
76367950, 1, 1
76368003, 0, 1
76368020, 0, 0
76368068, 1, 0
76368121, 0, 0
76368186, 1, 0
76368239, 0, 0
76368273, 0, 1
76368321, 1, 1
76368374, 0, 1
76368440, 1, 1
76368493, 0, 1
76368559, 1, 1
76368612, 0, 1
76368679, 1, 1
76368731, 0, 1
76368798, 1, 1
76368851, 0, 1
76368917, 1, 1
76368970, 0, 1
76369036, 1, 1
76369089, 0, 1
76369156, 1, 1
76369208, 0, 1
76369239, 0, 0
76369290, 1, 0
76369340, 1, 1
76369390, 0, 1
76369391, 0, 0
76369450, 1, 0
76369501, 0, 0
76369562, 1, 0
76369614, 0, 1
76369713, 1, 1
76369764, 1, 0
76369814, 0, 0
76369890, 1, 0
76369943, 0, 0
76370008, 1, 0
76370061, 0, 0
76370126, 1, 0
76370179, 0, 0
76370198, 0, 1
76370245, 1, 1
76370298, 0, 1
76370365, 1, 1
76370418, 0, 1
76370484, 1, 1
76370537, 0, 1
76370554, 0, 0
76370602, 1, 0
76370655, 0, 0
76370720, 1, 0
76370773, 0, 0
76370851, 1, 0
76370904, 0, 0
76370922, 0, 1
76370970, 1, 1
76371023, 0, 1
76371089, 1, 1
76371142, 0, 1
76371209, 1, 1
76371262, 0, 1
76371279, 0, 0
76371327, 1, 0
76371380, 0, 0
76371399, 0, 1
76371446, 1, 1
76371499, 0, 1
76371517, 0, 0
76371565, 1, 0
76371618, 0, 0
76371683, 1, 0
76371736, 0, 0
76371770, 0, 1
76371818, 1, 1
76371871, 0, 1
76371937, 1, 1
76371990, 0, 1
76372057, 1, 1
76372109, 0, 1
76372176, 1, 1
76372229, 0, 1
76372295, 1, 1
76372348, 0, 1
76372414, 1, 1
76372467, 0, 1
76372534, 1, 1
76372586, 0, 1
76372653, 1, 1
76372706, 0, 1
76372737, 0, 0
76372787, 1, 0
76372837, 1, 1
76372888, 0, 0
76372947, 1, 0
76372998, 0, 0
76373059, 1, 0
76373111, 0, 1
76373211, 1, 1
76373261, 1, 0
76373311, 0, 0
76373387, 1, 0
76373440, 0, 0
76373505, 1, 0
76373558, 0, 0
76373623, 1, 0
76373676, 0, 0
76373695, 0, 1
76373743, 1, 1
76373796, 0, 1
76373862, 1, 1
76373915, 0, 1
76373981, 1, 1
76374034, 0, 1
76374052, 0, 0
76374099, 1, 0
76374152, 0, 0
76374218, 1, 0
76374271, 0, 0
76374302, 0, 1
76374349, 1, 1
76374402, 0, 1
76374469, 1, 1
76374522, 0, 1
76374589, 1, 1
76374642, 0, 1
76374708, 1, 1
76374761, 0, 1
76374779, 0, 0
76374826, 1, 0
76374879, 0, 0
76374898, 0, 1
76374946, 1, 1
76374999, 0, 1
76375016, 0, 0
76375064, 1, 0
76375117, 0, 0
76375182, 1, 0
76375235, 0, 0
76375269, 0, 1
76375317, 1, 1
76375370, 0, 1
76375436, 1, 1
76375489, 0, 1
76375555, 1, 1
76375608, 0, 1
76375674, 1, 1
76375727, 0, 1
76375794, 1, 1
76375847, 0, 1
76375913, 1, 1
76375966, 0, 1
76376033, 1, 1
76376086, 0, 1
76376152, 1, 1
76376205, 0, 1
76376236, 0, 0
76376286, 1, 0
76376337, 1, 1
76376388, 0, 0
76376447, 1, 0
76376498, 0, 0
76376559, 1, 0
76376610, 0, 0
76376611, 0, 1
76512598, 1, 1
76512648, 1, 0
76512699, 0, 0
76512772, 1, 0
76512825, 0, 0
76512890, 1, 0
76512943, 0, 0
76513009, 1, 0
76513061, 0, 0
76513127, 1, 0
76513180, 0, 0
76513198, 0, 1
76513246, 1, 1
76513299, 0, 1
76513365, 1, 1
76513418, 0, 1
76513436, 0, 0
76513484, 1, 0
76513537, 0, 0
76513602, 1, 0
76513655, 0, 0
76513733, 1, 0
76513785, 0, 0
76513851, 1, 0
76513904, 0, 0
76513969, 1, 0
76514022, 0, 0
76514087, 1, 0
76514140, 0, 0
76514206, 1, 0
76514259, 0, 0
76514278, 0, 1
76514325, 1, 1
76514378, 0, 1
76514396, 0, 0
76514444, 1, 0
76514497, 0, 0
76514562, 1, 0
76514615, 0, 0
76514693, 1, 0
76514746, 0, 0
76514811, 1, 0
76514864, 0, 0
76514929, 1, 0
76514982, 0, 0
76515048, 1, 0
76515101, 0, 0
76515166, 1, 0
76515219, 0, 0
76515284, 1, 0
76515337, 0, 0
76515402, 1, 0
76515455, 0, 0
76515520, 1, 0
76515573, 0, 0
76515655, 1, 0
76515705, 1, 1
76515755, 0, 1
76515829, 1, 1
76515891, 0, 1
76515945, 1, 1
76516007, 0, 1
76516061, 1, 1
76516123, 0, 1
76516178, 1, 1
76516240, 0, 0
76516294, 1, 0
76516357, 0, 0
76516412, 1, 0
76516475, 0, 0
76516530, 1, 0
76516593, 0, 0
76516647, 1, 0
76516710, 0, 0
76516711, 0, 1
76516841, 1, 1
76516903, 0, 1
76516957, 1, 1
76517019, 0, 1
76517074, 1, 1
76517135, 0, 1
76517190, 1, 1
76517252, 0, 1
76517306, 1, 1
76517368, 0, 1
76517423, 1, 1
76517485, 0, 1
76517539, 1, 1
76517601, 0, 1
76517655, 1, 1
76517717, 0, 1
76517848, 1, 1
76517909, 0, 1
76517964, 1, 1
76518025, 0, 1
76518080, 1, 1
76518142, 0, 1
76518196, 1, 1
76518258, 0, 1
76518312, 1, 1
76518374, 0, 1
76518429, 1, 1
76518491, 0, 1
76518545, 1, 1
76518607, 0, 1
76518661, 1, 1
76518723, 0, 1
76518853, 1, 1
76518915, 0, 1
76518970, 1, 1
76519032, 0, 1
76519086, 1, 1
76519148, 0, 1
76519202, 1, 1
76519264, 0, 1
76519319, 1, 1
76519381, 0, 1
76519435, 1, 1
76519497, 0, 1
76519551, 1, 1
76519613, 0, 1
76519668, 1, 1
76519730, 0, 1
76519860, 1, 1
76519922, 0, 1
76519976, 1, 1
76520038, 0, 1
76520092, 1, 1
76520154, 0, 1
76520209, 1, 1
76520271, 0, 1
76520325, 1, 1
76520387, 0, 1
76520441, 1, 1
76520503, 0, 1
76520558, 1, 1
76520620, 0, 1
76520674, 1, 1
76520736, 0, 1
76520866, 1, 1
76520928, 0, 1
76520982, 1, 1
76521044, 0, 1
76521099, 1, 1
76521160, 0, 1
76521215, 1, 1
76521277, 0, 1
76521331, 1, 1
76521393, 0, 1
76521448, 1, 1
76521510, 0, 1
76521564, 1, 1
76521626, 0, 1
76521680, 1, 1
76521742, 0, 1
76521873, 1, 1
76521934, 0, 1
76521988, 1, 1
76522050, 0, 1
76522105, 1, 1
76522166, 0, 1
76522221, 1, 1
76522283, 0, 1
76522337, 1, 1
76522399, 0, 1
76522453, 1, 1
76522515, 0, 1
76522570, 1, 1
76522631, 0, 1
76522686, 1, 1
76522748, 0, 1
76522878, 1, 1
76522940, 0, 1
76522994, 1, 1
76523056, 0, 1
76523111, 1, 1
76523173, 0, 1
76523227, 1, 1
76523289, 0, 1
76523343, 1, 1
76523405, 0, 1
76523460, 1, 1
76523521, 0, 1
76523576, 1, 1
76523638, 0, 1
76523692, 1, 1
76523754, 0, 1
76523884, 1, 1
76523946, 0, 1
76524000, 1, 1
76524062, 0, 1
76524116, 1, 1
76524178, 0, 1
76524233, 1, 1
76524295, 0, 1
76524349, 1, 1
76524411, 0, 1
76524465, 1, 1
76524527, 0, 1
76524582, 1, 1
76524643, 0, 1
76524698, 1, 1
76524760, 0, 1
76524890, 1, 1
76524952, 0, 1
76525006, 1, 1
76525068, 0, 1
76525122, 1, 1
76525184, 0, 1
76525238, 1, 1
76525300, 0, 1
76525355, 1, 1
76525417, 0, 1
76525471, 1, 1
76525533, 0, 1
76525587, 1, 1
76525649, 0, 1
76525703, 1, 1
76525765, 0, 1
76525895, 1, 1
76525957, 0, 1
76526012, 1, 1
76526074, 0, 1
76526128, 1, 1
76526190, 0, 1
76526245, 1, 1
76526307, 0, 1
76526361, 1, 1
76526423, 0, 1
76526477, 1, 1
76526539, 0, 1
76526593, 1, 1
76526655, 0, 1
76526710, 1, 1
76526772, 0, 1
76526902, 1, 1
76526964, 0, 1
76527018, 1, 1
76527080, 0, 1
76527135, 1, 1
76527196, 0, 1
76527251, 1, 1
76527313, 0, 1
76527367, 1, 1
76527429, 0, 1
76527483, 1, 1
76527545, 0, 1
76527600, 1, 1
76527661, 0, 1
76527716, 1, 1
76527778, 0, 1
76527908, 1, 1
76527970, 0, 1
76528025, 1, 1
76528086, 0, 1
76528141, 1, 1
76528203, 0, 1
76528257, 1, 1
76528319, 0, 1
76528373, 1, 1
76528435, 0, 1
76528490, 1, 1
76528551, 0, 1
76528606, 1, 1
76528668, 0, 1
76528722, 1, 1
76528784, 0, 1
76528914, 1, 1
76528976, 0, 1
76529030, 1, 1
76529092, 0, 1
76529146, 1, 1
76529208, 0, 1
76529263, 1, 1
76529325, 0, 1
76529379, 1, 1
76529441, 0, 1
76529495, 1, 1
76529557, 0, 1
76529612, 1, 1
76529674, 0, 1
76529728, 1, 1
76529790, 0, 1
76529920, 1, 1
76529982, 0, 1
76530036, 1, 1
76530098, 0, 1
76530153, 1, 1
76530215, 0, 1
76530269, 1, 1
76530331, 0, 1
76530385, 1, 1
76530447, 0, 1
76530501, 1, 1
76530563, 0, 1
76530618, 1, 1
76530680, 0, 1
76530734, 1, 1
76530796, 0, 1
76530926, 1, 1
76530988, 0, 1
76531043, 1, 1
76531104, 0, 1
76531159, 1, 1
76531221, 0, 1
76531275, 1, 1
76531337, 0, 1
76531392, 1, 1
76531453, 0, 1
76531508, 1, 1
76531570, 0, 1
76531624, 1, 1
76531686, 0, 1
76531740, 1, 1
76531802, 0, 1
76531921, 1, 1
76531973, 0, 1
76532026, 0, 0
76532135, 1, 0
76532198, 0, 0
76532199, 0, 1
76532252, 1, 1
76532314, 0, 1
76532315, 0, 0
76532368, 1, 0
76532432, 0, 0
76532486, 1, 0
76532549, 0, 0
76532604, 1, 0
76532667, 0, 0
76532668, 0, 1
76532722, 1, 1
76532783, 0, 1
76532784, 0, 0
76532838, 1, 0
76532901, 0, 1
76532955, 1, 1
76533017, 0, 1
76533133, 1, 1
76533195, 0, 1
76533250, 1, 1
76533312, 0, 0
76533366, 1, 0
76533429, 0, 0
76533484, 1, 0
76533547, 0, 0
76533548, 0, 1
76533601, 1, 1
76533663, 0, 0
76533717, 1, 0
76533781, 0, 0
76533835, 1, 0
76533898, 0, 0
76533953, 1, 0
76534016, 0, 0
76534133, 1, 0
76534196, 0, 0
76534250, 1, 0
76534313, 0, 0
76534368, 1, 0
76534431, 0, 0
76534485, 1, 0
76534549, 0, 1
76534603, 1, 1
76534665, 0, 0
76534719, 1, 0
76534783, 0, 0
76534837, 1, 0
76534900, 0, 0
76534954, 1, 0
76535018, 0, 1
76535135, 1, 1
76535197, 0, 0
76535251, 1, 0
76535314, 0, 0
76535369, 1, 0
76535432, 0, 0
76535486, 1, 0
76535549, 0, 0
76535550, 0, 1
76535604, 1, 1
76535665, 0, 1
76535666, 0, 0
76535720, 1, 0
76535783, 0, 0
76535837, 1, 0
76535901, 0, 1
76535955, 1, 1
76536017, 0, 1
76671434, 1, 1
76671485, 1, 0
76671535, 0, 0
76671610, 1, 0
76671663, 0, 0
76671729, 1, 0
76671782, 0, 0
76671847, 1, 0
76671900, 0, 0
76671918, 0, 1
76671966, 1, 1
76672019, 0, 1
76672085, 1, 1
76672138, 0, 1
76672205, 1, 1
76672258, 0, 1
76672275, 0, 0
76672323, 1, 0
76672376, 0, 0
76672441, 1, 0
76672494, 0, 0
76672572, 1, 0
76672625, 0, 0
76672690, 1, 0
76672743, 0, 0
76672809, 1, 0
76672862, 0, 0
76672927, 1, 0
76672980, 0, 0
76672998, 0, 1
76673046, 1, 1
76673099, 0, 1
76673166, 1, 1
76673218, 0, 1
76673236, 0, 0
76673284, 1, 0
76673337, 0, 0
76673402, 1, 0
76673455, 0, 0
76673536, 1, 0
76673588, 0, 0
76673654, 1, 0
76673707, 0, 0
76673772, 1, 0
76673825, 0, 0
76673891, 1, 0
76673944, 0, 0
76674009, 1, 0
76674062, 0, 0
76674127, 1, 0
76674180, 0, 0
76674246, 1, 0
76674299, 0, 0
76674364, 1, 0
76674417, 0, 0
76674499, 1, 0
76674549, 1, 1
76674599, 0, 1
76674600, 0, 0
76674659, 1, 0
76674711, 0, 0
76674771, 1, 0
76674823, 0, 0
76674884, 1, 0
76674935, 0, 0
76674996, 1, 0
76675048, 0, 0
76675108, 1, 0
76675160, 0, 0
76675220, 1, 0
76675272, 0, 0
76675333, 1, 0
76675384, 0, 0
76675445, 1, 0
76675496, 0, 0
76675557, 1, 0
76675609, 0, 0
76675670, 1, 0
76675722, 0, 0
76675782, 1, 0
76675834, 0, 0
76675894, 1, 0
76675946, 0, 0
76676007, 1, 0
76676058, 0, 0
76676119, 1, 0
76676171, 0, 0
76676231, 1, 0
76676283, 0, 0
76676344, 1, 0
76676395, 0, 0
76676456, 1, 0
76676507, 0, 0
76676568, 1, 0
76676620, 0, 0
76676680, 1, 0
76676732, 0, 0
76676793, 1, 0
76676845, 0, 0
76676905, 1, 0
76676957, 0, 0
76677018, 1, 0
76677069, 0, 0
76677130, 1, 0
76677181, 0, 0
76677242, 1, 0
76677294, 0, 0
76677354, 1, 0
76677406, 0, 0
76677467, 1, 0
76677518, 0, 0
76677579, 1, 0
76677630, 0, 0
76677691, 1, 0
76677743, 0, 0
76677804, 1, 0
76677855, 0, 0
76677916, 1, 0
76677968, 0, 0
76678028, 1, 0
76678080, 0, 0
76678141, 1, 0
76678192, 0, 0
76678253, 1, 0
76678305, 0, 0
76678366, 1, 0
76678418, 0, 0
76678478, 1, 0
76678530, 0, 0
76678591, 1, 0
76678643, 0, 0
76678703, 1, 0
76678755, 0, 0
76678816, 1, 0
76678867, 0, 0
76678928, 1, 0
76678979, 0, 0
76679040, 1, 0
76679092, 0, 0
76679152, 1, 0
76679204, 0, 0
76679265, 1, 0
76679316, 0, 0
76679377, 1, 0
76679429, 0, 0
76679490, 1, 0
76679541, 0, 0
76679602, 1, 0
76679654, 0, 0
76679714, 1, 0
76679766, 0, 0
76679827, 1, 0
76679878, 0, 0
76679939, 1, 0
76679991, 0, 0
76680052, 1, 0
76680103, 0, 0
76680164, 1, 0
76680215, 0, 0
76680276, 1, 0
76680328, 0, 0
76680389, 1, 0
76680440, 0, 0
76680501, 1, 0
76680553, 0, 0
76680613, 1, 0
76680665, 0, 0
76680726, 1, 0
76680777, 0, 0
76680838, 1, 0
76680890, 0, 0
76680951, 1, 0
76681002, 0, 0
76681063, 1, 0
76681114, 0, 0
76681175, 1, 0
76681227, 0, 0
76681287, 1, 0
76681339, 0, 0
76681400, 1, 0
76681451, 0, 0
76681512, 1, 0
76681563, 0, 0
76681624, 1, 0
76681676, 0, 0
76681736, 1, 0
76681788, 0, 0
76681848, 1, 0
76681900, 0, 0
76681961, 1, 0
76682013, 0, 0
76682074, 1, 0
76682125, 0, 0
76682186, 1, 0
76682237, 0, 0
76682298, 1, 0
76682350, 0, 0
76682410, 1, 0
76682462, 0, 0
76682523, 1, 0
76682574, 0, 0
76682635, 1, 0
76682686, 0, 0
76682747, 1, 0
76682799, 0, 0
76682859, 1, 0
76682911, 0, 0
76682972, 1, 0
76683023, 0, 0
76683084, 1, 0
76683136, 0, 0
76683197, 1, 0
76683248, 0, 0
76683309, 1, 0
76683360, 0, 0
76683421, 1, 0
76683473, 0, 0
76683534, 1, 0
76683585, 0, 0
76683646, 1, 0
76683698, 0, 0
76683758, 1, 0
76683810, 0, 0
76683871, 1, 0
76683922, 0, 0
76683983, 1, 0
76684035, 0, 0
76684095, 1, 0
76684147, 0, 0
76684208, 1, 0
76684259, 0, 0
76684320, 1, 0
76684372, 0, 0
76684433, 1, 0
76684484, 0, 0
76684545, 1, 0
76684596, 0, 0
76684657, 1, 0
76684709, 0, 0
76684769, 1, 0
76684821, 0, 0
76684882, 1, 0
76684933, 0, 0
76684994, 1, 0
76685046, 0, 0
76685107, 1, 0
76685158, 0, 0
76685219, 1, 0
76685271, 0, 0
76685331, 1, 0
76685383, 0, 0
76685443, 1, 0
76685495, 0, 0
76685556, 1, 0
76685607, 0, 0
76685668, 1, 0
76685720, 0, 0
76685781, 1, 0
76685832, 0, 0
76685893, 1, 0
76685945, 0, 0
76686005, 1, 0
76686057, 0, 0
76686118, 1, 0
76686169, 0, 0
76686230, 1, 0
76686282, 0, 0
76686343, 1, 0
76686394, 0, 0
76686455, 1, 0
76686507, 0, 0
76686568, 1, 0
76686619, 0, 0
76686680, 1, 0
76686732, 0, 0
76686793, 1, 0
76686844, 0, 0
76686905, 1, 0
76686956, 0, 0
76687018, 1, 0
76687069, 0, 0
76687130, 1, 0
76687181, 0, 0
76687242, 1, 0
76687293, 0, 0
76687354, 1, 0
76687406, 0, 0
76687467, 1, 0
76687518, 0, 0
76687579, 1, 0
76687631, 0, 0
76687691, 1, 0
76687743, 0, 0
76687804, 1, 0
76687855, 0, 0
76687916, 1, 0
76687968, 0, 0
76688028, 1, 0
76688080, 0, 0
76688179, 1, 0
76688280, 0, 0
76688355, 1, 0
76688408, 0, 0
76688473, 1, 0
76688526, 0, 0
76688592, 1, 0
76688645, 0, 0
76688664, 0, 1
76688711, 1, 1
76688764, 0, 1
76688831, 1, 1
76688884, 0, 1
76688950, 1, 1
76689003, 0, 1
76689020, 0, 0
76689068, 1, 0
76689121, 0, 0
76689187, 1, 0
76689240, 0, 0
76689271, 0, 1
76689318, 1, 1
76689371, 0, 1
76689389, 0, 0
76689437, 1, 0
76689489, 0, 0
76689555, 1, 0
76689608, 0, 0
76689673, 1, 0
76689726, 0, 0
76689745, 0, 1
76689792, 1, 1
76689845, 0, 1
76689912, 1, 1
76689964, 0, 1
76689982, 0, 0
76690030, 1, 0
76690083, 0, 0
76690148, 1, 0
76690201, 0, 0
76690282, 1, 0
76690334, 0, 0
76690400, 1, 0
76690453, 0, 0
76690518, 1, 0
76690571, 0, 0
76690636, 1, 0
76690690, 0, 0
76690755, 1, 0
76690808, 0, 0
76690873, 1, 0
76690926, 0, 0
76690992, 1, 0
76691045, 0, 0
76691110, 1, 0
76691163, 0, 0
76691244, 1, 0
76691294, 1, 1
76691345, 0, 1
76691404, 1, 1
76691455, 0, 1
76691555, 1, 1
76691605, 1, 0
76691656, 0, 0
76691731, 1, 0
76691784, 0, 0
76691849, 1, 0
76691902, 0, 0
76691968, 1, 0
76692020, 0, 0
76692039, 0, 1
76692087, 1, 1
76692140, 0, 1
76692207, 1, 1
76692259, 0, 1
76692326, 1, 1
76692379, 0, 1
76692396, 0, 0
76692444, 1, 0
76692497, 0, 0
76692562, 1, 0
76692615, 0, 0
76692693, 1, 0
76692746, 0, 0
76692765, 0, 1
76692812, 1, 1
76692865, 0, 1
76692883, 0, 0
76692931, 1, 0
76692984, 0, 0
76693049, 1, 0
76693102, 0, 0
76693121, 0, 1
76693168, 1, 1
76693221, 0, 1
76693288, 1, 1
76693340, 0, 1
76693358, 0, 0
76693406, 1, 0
76693459, 0, 0
76693524, 1, 0
76693577, 0, 0
76693658, 1, 0
76693711, 0, 0
76693776, 1, 0
76693829, 0, 0
76693895, 1, 0
76693948, 0, 0
76694013, 1, 0
76694066, 0, 0
76694132, 1, 0
76694185, 0, 0
76694250, 1, 0
76694303, 0, 0
76694368, 1, 0
76694421, 0, 0
76694486, 1, 0
76694539, 0, 0
76694621, 1, 0
76694671, 1, 1
76694721, 0, 1
76694722, 0, 0
76694781, 1, 0
76694832, 0, 0
76694893, 1, 0
76694945, 0, 0
76695006, 1, 0
76695057, 0, 0
76695118, 1, 0
76695169, 0, 0
76695230, 1, 0
76695282, 0, 0
76695342, 1, 0
76695394, 0, 0
76695455, 1, 0
76695506, 0, 0
76695567, 1, 0
76695618, 0, 0
76695679, 1, 0
76695731, 0, 0
76695791, 1, 0
76695843, 0, 0
76695904, 1, 0
76695955, 0, 0
76696016, 1, 0
76696068, 0, 0
76696129, 1, 0
76696180, 0, 0
76696241, 1, 0
76696293, 0, 0
76696353, 1, 0
76696405, 0, 0
76696466, 1, 0
76696517, 0, 0
76696578, 1, 0
76696629, 0, 0
76696690, 1, 0
76696742, 0, 0
76696802, 1, 0
76696854, 0, 0
76696915, 1, 0
76696966, 0, 0
76697027, 1, 0
76697079, 0, 0
76697139, 1, 0
76697191, 0, 0
76697290, 1, 0
76697391, 0, 0
76697466, 1, 0
76697519, 0, 0
76697585, 1, 0
76697637, 0, 0
76697703, 1, 0
76697756, 0, 0
76697823, 1, 0
76697875, 0, 0
76697942, 1, 0
76697995, 0, 0
76698062, 1, 0
76698115, 0, 0
76698180, 1, 0
76698233, 0, 0
76698298, 1, 0
76698351, 0, 0
76698429, 1, 0
76698482, 0, 0
76698548, 1, 0
76698601, 0, 0
76698666, 1, 0
76698718, 0, 0
76698784, 1, 0
76698837, 0, 0
76698903, 1, 0
76698956, 0, 0
76699022, 1, 0
76699075, 0, 0
76699141, 1, 0
76699193, 0, 0
76699259, 1, 0
76699312, 0, 0
76699394, 1, 0
76699447, 0, 0
76699513, 1, 0
76699566, 0, 0
76699633, 1, 0
76699685, 0, 0
76699752, 1, 0
76699805, 0, 0
76699871, 1, 0
76699924, 0, 0
76699989, 1, 0
76700042, 0, 0
76700107, 1, 0
76700160, 0, 0
76700225, 1, 0
76700278, 0, 0
76700360, 1, 0
76700460, 0, 0
76700520, 1, 0
76700571, 0, 0
76700632, 1, 0
76700684, 0, 0
76700745, 1, 0
76700796, 0, 0
76700857, 1, 0
76700908, 0, 0
76700969, 1, 0
76701021, 0, 0
76701081, 1, 0
76701133, 0, 0
76701194, 1, 0
76701245, 0, 0
76701306, 1, 0
76701358, 0, 0
76701419, 1, 0
76701470, 0, 0
76701531, 1, 0
76701583, 0, 0
76701643, 1, 0
76701695, 0, 0
76701756, 1, 0
76701807, 0, 0
76701868, 1, 0
76701920, 0, 0
76701981, 1, 0
76702032, 0, 0
76702093, 1, 0
76702144, 0, 0
76702205, 1, 0
76702257, 0, 0
76702317, 1, 0
76702369, 0, 0
76702430, 1, 0
76702481, 0, 0
76702542, 1, 0
76702593, 0, 0
76702693, 1, 0
76702794, 0, 0
76702869, 1, 0
76702922, 0, 0
76702987, 1, 0
76703040, 0, 0
76703106, 1, 0
76703158, 0, 0
76703225, 1, 0
76703278, 0, 0
76703344, 1, 0
76703397, 0, 0
76703464, 1, 0
76703517, 0, 0
76703582, 1, 0
76703635, 0, 0
76703700, 1, 0
76703753, 0, 0
76703831, 1, 0
76703884, 0, 0
76703949, 1, 0
76704002, 0, 0
76704069, 1, 0
76704122, 0, 0
76704187, 1, 0
76704240, 0, 0
76704306, 1, 0
76704359, 0, 0
76704425, 1, 0
76704478, 0, 0
76704544, 1, 0
76704597, 0, 0
76704663, 1, 0
76704715, 0, 0
76704797, 1, 0
76704850, 0, 0
76704916, 1, 0
76704969, 0, 0
76705036, 1, 0
76705089, 0, 0
76705155, 1, 0
76705208, 0, 0
76705275, 1, 0
76705327, 0, 0
76705393, 1, 0
76705446, 0, 0
76705513, 1, 0
76705566, 0, 0
76705633, 1, 0
76705685, 0, 0
76705767, 1, 0
76705867, 0, 0
76705926, 1, 0
76705978, 0, 0
76706039, 1, 0
76706090, 0, 0
76706151, 1, 0
76706202, 0, 0
76706263, 1, 0
76706315, 0, 0
76706375, 1, 0
76706427, 0, 0
76706488, 1, 0
76706539, 0, 0
76706600, 1, 0
76706651, 0, 0
76706712, 1, 0
76706764, 0, 0
76706825, 1, 0
76706876, 0, 0
76706937, 1, 0
76706989, 0, 0
76707049, 1, 0
76707101, 0, 0
76707162, 1, 0
76707213, 0, 0
76707274, 1, 0
76707325, 0, 0
76707386, 1, 0
76707438, 0, 0
76707498, 1, 0
76707550, 0, 0
76707611, 1, 0
76707663, 0, 0
76707723, 1, 0
76707775, 0, 0
76707836, 1, 0
76707887, 0, 0
76707948, 1, 0
76708000, 0, 0
76708060, 1, 0
76708112, 0, 0
76708173, 1, 0
76708224, 0, 0
76708285, 1, 0
76708337, 0, 0
76708397, 1, 0
76708449, 0, 0
76708509, 1, 0
76708561, 0, 0
76708622, 1, 0
76708673, 0, 0
76708734, 1, 0
76708785, 0, 0
76708846, 1, 0
76708898, 0, 0
76708958, 1, 0
76709010, 0, 0
76709071, 1, 0
76709123, 0, 0
76709183, 1, 0
76709235, 0, 0
76709236, 0, 1
76709335, 1, 1
76709385, 1, 0
76709435, 0, 0
76709511, 1, 0
76709564, 0, 0
76709629, 1, 0
76709682, 0, 0
76709748, 1, 0
76709800, 0, 0
76709819, 0, 1
76709867, 1, 1
76709920, 0, 1
76709986, 1, 1
76710039, 0, 1
76710106, 1, 1
76710159, 0, 1
76710176, 0, 0
76710224, 1, 0
76710277, 0, 0
76710342, 1, 0
76710395, 0, 0
76710426, 0, 1
76710474, 1, 1
76710527, 0, 1
76710544, 0, 0
76710592, 1, 0
76710645, 0, 0
76710664, 0, 1
76710711, 1, 1
76710764, 0, 1
76710782, 0, 0
76710829, 1, 0
76710882, 0, 0
76710901, 0, 1
76710949, 1, 1
76711002, 0, 1
76711068, 1, 1
76711121, 0, 1
76711139, 0, 0
76711187, 1, 0
76711240, 0, 0
76711305, 1, 0
76711358, 0, 0
76711392, 0, 1
76711440, 1, 1
76711493, 0, 1
76711559, 1, 1
76711612, 0, 1
76711678, 1, 1
76711731, 0, 1
76711798, 1, 1
76711851, 0, 1
76711917, 1, 1
76711970, 0, 1
76712036, 1, 1
76712089, 0, 1
76712155, 1, 1
76712208, 0, 1
76712274, 1, 1
76712327, 0, 1
76712358, 0, 0
76712409, 1, 0
76712459, 1, 1
76712509, 0, 1
76712510, 0, 0
76712569, 1, 0
76712621, 0, 0
76712681, 1, 0
76712733, 0, 1
76712833, 1, 1
76712883, 1, 0
76712933, 0, 0
76713008, 1, 0
76713061, 0, 0
76713127, 1, 0
76713180, 0, 0
76713245, 1, 0
76713298, 0, 0
76713317, 0, 1
76713365, 1, 1
76713418, 0, 1
76713484, 1, 1
76713537, 0, 1
76713603, 1, 1
76713656, 0, 1
76713674, 0, 0
76713722, 1, 0
76713774, 0, 0
76713840, 1, 0
76713893, 0, 0
76713970, 1, 0
76714023, 0, 0
76714042, 0, 1
76714089, 1, 1
76714142, 0, 1
76714209, 1, 1
76714261, 0, 1
76714279, 0, 0
76714327, 1, 0
76714380, 0, 0
76714398, 0, 1
76714446, 1, 1
76714499, 0, 1
76714565, 1, 1
76714618, 0, 1
76714636, 0, 0
76714684, 1, 0
76714737, 0, 0
76714802, 1, 0
76714855, 0, 0
76714889, 0, 1
76714936, 1, 1
76714989, 0, 1
76715056, 1, 1
76715109, 0, 1
76715175, 1, 1
76715228, 0, 1
76715294, 1, 1
76715347, 0, 1
76715414, 1, 1
76715466, 0, 1
76715533, 1, 1
76715586, 0, 1
76715653, 1, 1
76715705, 0, 1
76715772, 1, 1
76715825, 0, 1
76715856, 0, 0
76715906, 1, 0
