Sample, clk, data
27869367, 1, 0
27869431, 0, 0
27869485, 1, 0
27869548, 0, 0
27869603, 1, 0
27869666, 0, 1
27869720, 1, 1
27869782, 0, 1
27869783, 0, 0
27869837, 1, 0
27869900, 0, 1
27870016, 1, 1
27870078, 0, 0
27870132, 1, 0
27870195, 0, 0
27870250, 1, 0
27870313, 0, 0
27870367, 1, 0
27870431, 0, 1
27870485, 1, 1
27870547, 0, 1
27870601, 1, 1
27870663, 0, 1
27870664, 0, 0
27870718, 1, 0
27870781, 0, 0
27870836, 1, 0
27870899, 0, 0
27871015, 1, 0
27871078, 0, 0
27871133, 1, 0
27871196, 0, 0
27871251, 1, 0
27871314, 0, 0
27871368, 1, 0
27871432, 0, 1
27871486, 1, 1
27871548, 0, 0
27871602, 1, 0
27871666, 0, 0
27871720, 1, 0
27871783, 0, 0
27871838, 1, 0
27871901, 0, 0
27871902, 0, 1
27871973, 0, 0
27872024, 1, 0
27872075, 1, 1
27872125, 0, 1
76293585, 1, 1
76293635, 1, 0
76293686, 0, 0
76293761, 1, 0
76293814, 0, 0
76293880, 1, 0
76293933, 0, 0
76293998, 1, 0
76294051, 0, 0
76294070, 0, 1
76294117, 1, 1
76294170, 0, 1
76294237, 1, 1
76294290, 0, 1
76294356, 1, 1
76294409, 0, 1
76294426, 0, 0
76294474, 1, 0
76294527, 0, 0
76294592, 1, 0
76294645, 0, 0
76294723, 1, 0
76294776, 0, 0
76294841, 1, 0
76294894, 0, 0
76294959, 1, 0
76295012, 0, 0
76295078, 1, 0
76295131, 0, 0
76295196, 1, 0
76295249, 0, 0
76295268, 0, 1
76295315, 1, 1
76295368, 0, 1
76295386, 0, 0
76295434, 1, 0
76295487, 0, 0
76295552, 1, 0
76295605, 0, 0
76295639, 0, 1
76295687, 1, 1
76295740, 0, 1
76295806, 1, 1
76295859, 0, 1
76295926, 1, 1
76295978, 0, 1
76296045, 1, 1
76296098, 0, 1
76296116, 0, 0
76296164, 1, 0
76296217, 0, 0
76296282, 1, 0
76296334, 0, 0
76296400, 1, 0
76296453, 0, 0
76296518, 1, 0
76296571, 0, 0
76296652, 1, 0
76296703, 1, 1
76296753, 0, 0
76296813, 1, 0
76296864, 0, 0
76296925, 1, 0
76296976, 0, 0
76297037, 1, 0
76297089, 0, 0
76297150, 1, 0
76297201, 0, 0
76297262, 1, 0
76297314, 0, 0
76297374, 1, 0
76297426, 0, 0
76297487, 1, 0
76297538, 0, 0
76297599, 1, 0
76297650, 0, 0
76297711, 1, 0
76297763, 0, 0
76297823, 1, 0
76297875, 0, 0
76297936, 1, 0
76297987, 0, 0
76298048, 1, 0
76298100, 0, 0
76298160, 1, 0
76298212, 0, 0
76298273, 1, 0
76298325, 0, 0
76298386, 1, 0
76298437, 0, 0
76298498, 1, 0
76298550, 0, 0
76298611, 1, 0
76298662, 0, 0
76298723, 1, 0
76298775, 0, 0
76298835, 1, 0
76298887, 0, 0
76298947, 1, 0
76298999, 0, 0
76299060, 1, 0
76299111, 0, 0
76299172, 1, 0
76299224, 0, 0
76299284, 1, 0
76299336, 0, 0
76299397, 1, 0
76299449, 0, 0
76299509, 1, 0
76299561, 0, 0
76299622, 1, 0
76299673, 0, 0
76299734, 1, 0
76299785, 0, 0
76299846, 1, 0
76299897, 0, 0
76299958, 1, 0
76300010, 0, 0
76300070, 1, 0
76300122, 0, 0
76300183, 1, 0
76300234, 0, 0
76300295, 1, 0
76300346, 0, 0
76300407, 1, 0
76300459, 0, 0
76300519, 1, 0
76300571, 0, 0
76300632, 1, 0
76300683, 0, 0
76300744, 1, 0
76300795, 0, 0
76300856, 1, 0
76300908, 0, 0
76300968, 1, 0
76301020, 0, 0
76301081, 1, 0
76301133, 0, 0
76301193, 1, 0
76301245, 0, 0
76301306, 1, 0
76301358, 0, 0
76301419, 1, 0
76301470, 0, 0
76301531, 1, 0
76301582, 0, 0
76301643, 1, 0
76301695, 0, 0
76301755, 1, 0
76301807, 0, 0
76301868, 1, 0
76301919, 0, 0
76301980, 1, 0
76302032, 0, 0
76302093, 1, 0
76302144, 0, 0
76302205, 1, 0
76302256, 0, 0
76302317, 1, 0
76302369, 0, 0
76302429, 1, 0
76302481, 0, 0
76302542, 1, 0
76302593, 0, 0
76302654, 1, 0
76302705, 0, 0
76302766, 1, 0
76302818, 0, 0
76302878, 1, 0
76302930, 0, 0
76302991, 1, 0
76303042, 0, 0
76303103, 1, 0
76303155, 0, 0
76303216, 1, 0
76303267, 0, 0
76303328, 1, 0
76303379, 0, 0
76303440, 1, 0
76303492, 0, 0
76303552, 1, 0
76303604, 0, 0
76303665, 1, 0
76303716, 0, 0
76303777, 1, 0
76303829, 0, 0
76303890, 1, 0
76303941, 0, 0
76304002, 1, 0
76304054, 0, 0
76304114, 1, 0
76304166, 0, 0
76304227, 1, 0
76304278, 0, 0
76304339, 1, 0
76304391, 0, 0
76304452, 1, 0
76304503, 0, 0
76304564, 1, 0
76304615, 0, 0
76304676, 1, 0
76304728, 0, 0
76304789, 1, 0
76304840, 0, 0
76304901, 1, 0
76304953, 0, 0
76305013, 1, 0
76305065, 0, 0
76305126, 1, 0
76305177, 0, 0
76305238, 1, 0
76305289, 0, 0
76305350, 1, 0
76305402, 0, 0
76305462, 1, 0
76305514, 0, 0
76305575, 1, 0
76305626, 0, 0
76305687, 1, 0
76305739, 0, 0
76305799, 1, 0
76305851, 0, 0
76305911, 1, 0
76305963, 0, 0
76306024, 1, 0
76306075, 0, 0
76306136, 1, 0
76306187, 0, 0
76306248, 1, 0
76306300, 0, 0
76306361, 1, 0
76306413, 0, 0
76306473, 1, 0
76306525, 0, 0
76306586, 1, 0
76306637, 0, 0
76306698, 1, 0
76306749, 0, 0
76306810, 1, 0
76306862, 0, 0
76306922, 1, 0
76306974, 0, 0
76307035, 1, 0
76307086, 0, 0
76307147, 1, 0
76307199, 0, 0
76307260, 1, 0
76307311, 0, 0
76307372, 1, 0
76307423, 0, 0
76307484, 1, 0
76307536, 0, 0
76307596, 1, 0
76307648, 0, 0
76307709, 1, 0
76307760, 0, 0
76307821, 1, 0
76307873, 0, 0
76307934, 1, 0
76307985, 0, 0
76308046, 1, 0
76308097, 0, 0
76308159, 1, 0
76308210, 0, 0
76308271, 1, 0
76308322, 0, 0
76308383, 1, 0
76308435, 0, 0
76308496, 1, 0
76308547, 0, 0
76308608, 1, 0
76308659, 0, 0
76308720, 1, 0
76308772, 0, 0
76308832, 1, 0
76308884, 0, 0
76308945, 1, 0
76308997, 0, 0
76309057, 1, 0
76309109, 0, 0
76309169, 1, 0
76309221, 0, 0
76309282, 1, 0
76309333, 0, 0
76309394, 1, 0
76309445, 0, 0
76309506, 1, 0
76309558, 0, 0
76309619, 1, 0
76309670, 0, 0
76309731, 1, 0
76309783, 0, 0
76309843, 1, 0
76309895, 0, 0
76309956, 1, 0
76310007, 0, 0
76310068, 1, 0
76310119, 0, 0
76310180, 1, 0
76310232, 0, 0
76310292, 1, 0
76310344, 0, 0
76310405, 1, 0
76310456, 0, 0
76310517, 1, 0
76310568, 0, 0
76310629, 1, 0
76310681, 0, 0
76310741, 1, 0
76310793, 0, 0
76310854, 1, 0
76310905, 0, 0
76310966, 1, 0
76311017, 0, 0
76311078, 1, 0
76311130, 0, 0
76311190, 1, 0
76311242, 0, 0
76311303, 1, 0
76311354, 0, 0
76311415, 1, 0
76311467, 0, 0
76311528, 1, 0
76311579, 0, 0
76311640, 1, 0
76311691, 0, 0
76311752, 1, 0
76311804, 0, 0
76311865, 1, 0
76311916, 0, 0
76311977, 1, 0
76312029, 0, 0
76312089, 1, 0
76312141, 0, 0
76312202, 1, 0
76312253, 0, 0
76312314, 1, 0
76312365, 0, 0
76312426, 1, 0
76312478, 0, 0
76312538, 1, 0
76312590, 0, 0
76312651, 1, 0
76312702, 0, 0
76312763, 1, 0
76312815, 0, 0
76312876, 1, 0
76312927, 0, 0
76312988, 1, 0
76313039, 0, 0
76313100, 1, 0
76313152, 0, 0
76313212, 1, 0
76313264, 0, 0
76313325, 1, 0
76313376, 0, 0
76313437, 1, 0
76313489, 0, 0
76313550, 1, 0
76313601, 0, 0
76313662, 1, 0
76313714, 0, 0
76313774, 1, 0
76313826, 0, 0
76313887, 1, 0
76313938, 0, 0
76313999, 1, 0
76314051, 0, 0
76314112, 1, 0
76314163, 0, 0
76314224, 1, 0
76314275, 0, 0
76314336, 1, 0
76314388, 0, 0
76314448, 1, 0
76314500, 0, 0
76314561, 1, 0
76314612, 0, 0
76314673, 1, 0
76314725, 0, 0
76314785, 1, 0
76314837, 0, 0
76314898, 1, 0
76314950, 0, 0
76315010, 1, 0
76315062, 0, 0
76315123, 1, 0
76315174, 0, 0
76315235, 1, 0
76315286, 0, 0
76315347, 1, 0
76315399, 0, 0
76315459, 1, 0
76315511, 0, 0
76315572, 1, 0
76315623, 0, 0
76315684, 1, 0
76315735, 0, 0
76315796, 1, 0
76315848, 0, 0
76315908, 1, 0
76315960, 0, 0
76316021, 1, 0
76316072, 0, 0
76316133, 1, 0
76316185, 0, 0
76316246, 1, 0
76316297, 0, 0
76316358, 1, 0
76316409, 0, 0
76316470, 1, 0
76316522, 0, 0
76316582, 1, 0
76316634, 0, 0
76316695, 1, 0
76316746, 0, 0
76316807, 1, 0
76316858, 0, 0
76316919, 1, 0
76316971, 0, 0
76317032, 1, 0
76317083, 0, 0
76317144, 1, 0
76317196, 0, 0
76317256, 1, 0
76317308, 0, 0
76317369, 1, 0
76317420, 0, 0
76317481, 1, 0
76317532, 0, 0
76317593, 1, 0
76317645, 0, 0
76317706, 1, 0
76317757, 0, 0
76317818, 1, 0
76317870, 0, 0
76317930, 1, 0
76317982, 0, 0
76318043, 1, 0
76318094, 0, 0
76318155, 1, 0
76318206, 0, 0
76318267, 1, 0
76318319, 0, 0
76318379, 1, 0
76318431, 0, 0
76318492, 1, 0
76318543, 0, 0
76318604, 1, 0
76318655, 0, 0
76318716, 1, 0
76318768, 0, 0
76318829, 1, 0
76318880, 0, 0
76318941, 1, 0
76318993, 0, 0
76319053, 1, 0
76319105, 0, 0
76319166, 1, 0
76319217, 0, 0
76319278, 1, 0
76319330, 0, 0
76319391, 1, 0
76319442, 0, 0
76319503, 1, 0
76319555, 0, 0
76319615, 1, 0
76319667, 0, 0
76319728, 1, 0
76319779, 0, 0
76319840, 1, 0
76319892, 0, 0
76319953, 1, 0
76320004, 0, 0
76320065, 1, 0
76320116, 0, 0
76320177, 1, 0
76320229, 0, 0
76320290, 1, 0
76320341, 0, 0
76320402, 1, 0
76320454, 0, 0
76320514, 1, 0
76320566, 0, 0
76320627, 1, 0
76320678, 0, 0
76320739, 1, 0
76320791, 0, 0
76320852, 1, 0
76320903, 0, 0
76320964, 1, 0
76321016, 0, 0
76321076, 1, 0
76321128, 0, 0
76321188, 1, 0
76321240, 0, 0
76321301, 1, 0
76321353, 0, 0
76321414, 1, 0
76321465, 0, 0
76321526, 1, 0
76321577, 0, 0
76321638, 1, 0
76321689, 0, 0
76321750, 1, 0
76321801, 0, 0
76321862, 1, 0
76321914, 0, 0
76321975, 1, 0
76322026, 0, 0
76322087, 1, 0
76322139, 0, 0
76322199, 1, 0
76322251, 0, 0
76322312, 1, 0
76322363, 0, 0
76322424, 1, 0
76322476, 0, 0
76322536, 1, 0
76322588, 0, 0
76322649, 1, 0
76322701, 0, 0
76322761, 1, 0
76322813, 0, 0
76322873, 1, 0
76322925, 0, 0
76322985, 1, 0
76323037, 0, 0
76323098, 1, 0
76323149, 0, 0
76323210, 1, 0
76323262, 0, 0
76323323, 1, 0
76323374, 0, 0
76323435, 1, 0
76323487, 0, 0
76323547, 1, 0
76323599, 0, 0
76323660, 1, 0
76323711, 0, 0
76323772, 1, 0
76323824, 0, 0
76323885, 1, 0
76323936, 0, 0
76323997, 1, 0
76324048, 0, 0
76324109, 1, 0
76324161, 0, 1
76324261, 1, 1
76324311, 1, 0
76324361, 0, 0
76324437, 1, 0
76324490, 0, 0
76324555, 1, 0
76324608, 0, 0
76324673, 1, 0
76324726, 0, 0
76324745, 0, 1
76324793, 1, 1
76324846, 0, 1
76324913, 1, 1
76324965, 0, 1
76325031, 1, 1
76325084, 0, 1
76325102, 0, 0
76325149, 1, 0
76325202, 0, 0
76325268, 1, 0
76325321, 0, 0
76325351, 0, 1
76325399, 1, 1
76325452, 0, 1
76325469, 0, 0
76325517, 1, 0
76325570, 0, 0
76325635, 1, 0
76325688, 0, 0
76325754, 1, 0
76325806, 0, 0
76325872, 1, 0
76325925, 0, 0
76325944, 0, 1
76325991, 1, 1
76326044, 0, 1
76326062, 0, 0
76326110, 1, 0
76326163, 0, 0
76326228, 1, 0
76326281, 0, 0
76326315, 0, 1
76326363, 1, 1
76326416, 0, 1
76326482, 1, 1
76326535, 0, 1
76326601, 1, 1
76326654, 0, 1
76326721, 1, 1
76326774, 0, 1
76326840, 1, 1
76326893, 0, 1
76326960, 1, 1
76327012, 0, 1
76327079, 1, 1
76327132, 0, 1
76327198, 1, 1
76327251, 0, 1
76327282, 0, 0
76327332, 1, 0
76327383, 1, 1
76327434, 0, 0
76327493, 1, 0
76327544, 0, 0
76327605, 1, 0
76327656, 0, 0
76327657, 0, 1
76327756, 1, 1
76327806, 1, 0
76327856, 0, 0
76327932, 1, 0
76327985, 0, 0
76328050, 1, 0
76328103, 0, 0
76328168, 1, 0
76328221, 0, 0
76328240, 0, 1
76328288, 1, 1
76328341, 0, 1
76328407, 1, 1
76328460, 0, 1
76328527, 1, 1
76328579, 0, 1
76328597, 0, 0
76328645, 1, 0
76328698, 0, 0
76328763, 1, 0
76328816, 0, 0
76328893, 1, 0
76328946, 0, 0
76328965, 0, 1
76329013, 1, 1
76329065, 0, 1
76329083, 0, 0
76329131, 1, 0
76329184, 0, 0
76329249, 1, 0
76329302, 0, 0
76329367, 1, 0
76329420, 0, 0
76329439, 0, 1
76329487, 1, 1
76329540, 0, 1
76329557, 0, 0
76329605, 1, 0
76329658, 0, 0
76329724, 1, 0
76329777, 0, 0
76329811, 0, 1
76329859, 1, 1
76329911, 0, 1
76329978, 1, 1
76330031, 0, 1
76330097, 1, 1
76330150, 0, 1
76330217, 1, 1
76330269, 0, 1
76330336, 1, 1
76330389, 0, 1
76330455, 1, 1
76330508, 0, 1
76330574, 1, 1
76330627, 0, 1
76330694, 1, 1
76330747, 0, 1
76330778, 0, 0
76330828, 1, 0
76330879, 1, 1
76330929, 0, 0
76330988, 1, 0
76331040, 0, 0
76331100, 1, 0
76331152, 0, 0
76331153, 0, 1
76331252, 1, 1
76331302, 1, 0
76331353, 0, 0
76331428, 1, 0
76331481, 0, 0
76331546, 1, 0
76331599, 0, 0
76331665, 1, 0
76331717, 0, 0
76331736, 0, 1
76331784, 1, 1
76331837, 0, 1
76331903, 1, 1
76331956, 0, 1
76332022, 1, 1
76332075, 0, 1
76332093, 0, 0
76332141, 1, 0
76332194, 0, 0
76332259, 1, 0
76332312, 0, 0
76332343, 0, 1
76332391, 1, 1
76332444, 0, 1
76332510, 1, 1
76332563, 0, 1
76332581, 0, 0
76332629, 1, 0
76332682, 0, 0
76332747, 1, 0
76332800, 0, 0
76332865, 1, 0
76332918, 0, 0
76332936, 0, 1
76332984, 1, 1
76333037, 0, 1
76333055, 0, 0
76333102, 1, 0
76333155, 0, 0
76333221, 1, 0
76333274, 0, 0
76333308, 0, 1
76333356, 1, 1
76333409, 0, 1
76333475, 1, 1
76333528, 0, 1
76333594, 1, 1
76333647, 0, 1
76333714, 1, 1
76333767, 0, 1
76333833, 1, 1
76333886, 0, 1
76333953, 1, 1
76334005, 0, 1
76334072, 1, 1
76334125, 0, 1
76334191, 1, 1
76334244, 0, 1
76334275, 0, 0
76334325, 1, 0
76334376, 1, 1
76334426, 0, 0
76334485, 1, 0
76334537, 0, 0
76334597, 1, 0
76334649, 0, 1
76334749, 1, 1
76334799, 1, 0
76334849, 0, 0
76334925, 1, 0
76334978, 0, 0
76335043, 1, 0
76335096, 0, 0
76335161, 1, 0
76335214, 0, 0
76335233, 0, 1
76335281, 1, 1
76335333, 0, 1
76335400, 1, 1
76335453, 0, 1
76335520, 1, 1
76335572, 0, 1
76335590, 0, 0
76335637, 1, 0
76335690, 0, 0
76335756, 1, 0
76335809, 0, 0
76335886, 1, 0
76335939, 0, 0
76336004, 1, 0
76336057, 0, 0
76336076, 0, 1
76336124, 1, 1
76336177, 0, 1
76336194, 0, 0
76336242, 1, 0
76336295, 0, 0
76336361, 1, 0
76336413, 0, 0
76336432, 0, 1
76336480, 1, 1
76336533, 0, 1
76336550, 0, 0
76336599, 1, 0
76336652, 0, 0
76336717, 1, 0
76336769, 0, 0
76336803, 0, 1
76336851, 1, 1
76336904, 0, 1
76336970, 1, 1
76337023, 0, 1
76337090, 1, 1
76337143, 0, 1
76337209, 1, 1
76337262, 0, 1
76337328, 1, 1
76337381, 0, 1
76337447, 1, 1
76337500, 0, 1
76337567, 1, 1
76337619, 0, 1
76337686, 1, 1
76337739, 0, 1
76337770, 0, 0
76337820, 1, 0
76337870, 1, 1
76337920, 0, 1
76337921, 0, 0
76337980, 1, 0
76338031, 0, 0
76338092, 1, 0
76338144, 0, 1
76338244, 1, 1
76338294, 1, 0
76338345, 0, 0
76338420, 1, 0
76338473, 0, 0
76338539, 1, 0
76338592, 0, 0
76338657, 1, 0
76338710, 0, 0
76338729, 0, 1
76338777, 1, 1
76338829, 0, 1
76338896, 1, 1
76338949, 0, 1
76339015, 1, 1
76339068, 0, 1
76339086, 0, 0
76339133, 1, 0
76339186, 0, 0
76339252, 1, 0
76339305, 0, 0
76339336, 0, 1
76339383, 1, 1
76339436, 0, 1
76339454, 0, 0
76339502, 1, 0
76339554, 0, 0
76339573, 0, 1
76339621, 1, 1
76339674, 0, 1
76339691, 0, 0
76339739, 1, 0
76339792, 0, 0
76339858, 1, 0
76339911, 0, 0
76339930, 0, 1
76339977, 1, 1
76340030, 0, 1
76340048, 0, 0
76340095, 1, 0
76340148, 0, 0
76340214, 1, 0
76340267, 0, 0
76340301, 0, 1
76340349, 1, 1
76340402, 0, 1
76340468, 1, 1
76340521, 0, 1
76340588, 1, 1
76340641, 0, 1
76340707, 1, 1
76340760, 0, 1
76340826, 1, 1
76340879, 0, 1
76340945, 1, 1
76340998, 0, 1
76341064, 1, 1
76341117, 0, 1
76341184, 1, 1
76341237, 0, 1
76341267, 0, 0
76341318, 1, 0
76341368, 1, 1
76341419, 0, 0
76341478, 1, 0
76341530, 0, 0
76341591, 1, 0
76341642, 0, 0
76341643, 0, 1
76341742, 1, 1
76341792, 1, 0
76341842, 0, 0
76341918, 1, 0
76341971, 0, 0
76342036, 1, 0
76342089, 0, 0
76342155, 1, 0
76342208, 0, 0
76342226, 0, 1
76342274, 1, 1
76342327, 0, 1
76342393, 1, 1
76342446, 0, 1
76342512, 1, 1
76342565, 0, 1
76342583, 0, 0
76342631, 1, 0
76342684, 0, 0
76342749, 1, 0
76342802, 0, 0
76342880, 1, 0
76342933, 0, 0
76342951, 0, 1
76342999, 1, 1
76343052, 0, 1
76343118, 1, 1
76343171, 0, 1
76343189, 0, 0
76343237, 1, 0
76343289, 0, 0
76343355, 1, 0
76343408, 0, 0
76343426, 0, 1
76343474, 1, 1
76343527, 0, 1
76343544, 0, 0
76343592, 1, 0
76343645, 0, 0
76343711, 1, 0
76343764, 0, 0
76343798, 0, 1
76343846, 1, 1
76343899, 0, 1
76343965, 1, 1
76344018, 0, 1
76344084, 1, 1
76344137, 0, 1
76344204, 1, 1
76344257, 0, 1
76344323, 1, 1
76344376, 0, 1
76344443, 1, 1
76344495, 0, 1
76344562, 1, 1
76344615, 0, 1
76344681, 1, 1
76344734, 0, 1
76344765, 0, 0
76344815, 1, 0
76344866, 1, 1
76344917, 0, 0
76344976, 1, 0
76345027, 0, 0
76345088, 1, 0
76345139, 0, 0
76345140, 0, 1
76345239, 1, 1
76345289, 1, 0
76345339, 0, 0
76345415, 1, 0
76345468, 0, 0
76345533, 1, 0
76345586, 0, 0
76345651, 1, 0
76345704, 0, 0
76345723, 0, 1
76345771, 1, 1
76345824, 0, 1
76345890, 1, 1
76345943, 0, 1
76346010, 1, 1
76346062, 0, 1
76346080, 0, 0
76346129, 1, 0
76346181, 0, 0
76346247, 1, 0
76346299, 0, 0
76346330, 0, 1
76346377, 1, 1
76346430, 0, 1
76346496, 1, 1
76346549, 0, 1
76346615, 1, 1
76346668, 0, 1
76346686, 0, 0
76346733, 1, 0
76346786, 0, 0
76346852, 1, 0
76346905, 0, 0
76346923, 0, 1
76346971, 1, 1
76347024, 0, 1
76347041, 0, 0
76347089, 1, 0
76347142, 0, 0
76347208, 1, 0
76347261, 0, 0
76347295, 0, 1
76347343, 1, 1
76347395, 0, 1
76347462, 1, 1
76347515, 0, 1
76347581, 1, 1
76347634, 0, 1
76347701, 1, 1
76347754, 0, 1
76347820, 1, 1
76347873, 0, 1
76347939, 1, 1
76347992, 0, 1
76348059, 1, 1
76348112, 0, 1
76348178, 1, 1
76348231, 0, 1
76348262, 0, 0
76348313, 1, 0
76348363, 1, 1
76348413, 0, 1
76348414, 0, 0
76348473, 1, 0
76348524, 0, 0
76348585, 1, 0
76348636, 0, 0
76348637, 0, 1
76348736, 1, 1
76348786, 1, 0
76348837, 0, 0
76348912, 1, 0
76348965, 0, 0
76349030, 1, 0
76349083, 0, 0
76349149, 1, 0
76349202, 0, 0
76349221, 0, 1
76349268, 1, 1
76349321, 0, 1
76349387, 1, 1
76349440, 0, 1
76349507, 1, 1
76349560, 0, 1
76349577, 0, 0
76349625, 1, 0
76349678, 0, 0
76349743, 1, 0
76349796, 0, 0
76349874, 1, 0
76349927, 0, 0
76349992, 1, 0
76350045, 0, 0
76350111, 1, 0
76350163, 0, 0
76350182, 0, 1
76350230, 1, 1
76350283, 0, 1
76350300, 0, 0
76350348, 1, 0
76350401, 0, 0
76350420, 0, 1
76350467, 1, 1
76350520, 0, 1
76350538, 0, 0
76350586, 1, 0
76350638, 0, 0
76350704, 1, 0
76350757, 0, 0
76350791, 0, 1
76350838, 1, 1
76350891, 0, 1
76350958, 1, 1
76351011, 0, 1
76351077, 1, 1
76351130, 0, 1
76351197, 1, 1
76351250, 0, 1
76351316, 1, 1
76351369, 0, 1
76351435, 1, 1
76351488, 0, 1
76351555, 1, 1
76351607, 0, 1
76351674, 1, 1
76351727, 0, 1
76351758, 0, 0
76351808, 1, 0
76351859, 1, 1
76351909, 0, 1
76351910, 0, 0
76351969, 1, 0
76352020, 0, 0
76352081, 1, 0
76352133, 0, 0
76352134, 0, 1
76352233, 1, 1
76352283, 1, 0
76352333, 0, 0
76352408, 1, 0
76352461, 0, 0
76352526, 1, 0
76352579, 0, 0
76352645, 1, 0
76352698, 0, 0
76352716, 0, 1
76352764, 1, 1
76352817, 0, 1
76352883, 1, 1
76352936, 0, 1
76353003, 1, 1
76353056, 0, 1
76353073, 0, 0
76353121, 1, 0
76353174, 0, 0
76353239, 1, 0
76353292, 0, 0
76353323, 0, 1
76353370, 1, 1
76353423, 0, 1
76353441, 0, 0
76353488, 1, 0
76353541, 0, 0
76353607, 1, 0
76353659, 0, 0
76353678, 0, 1
76353726, 1, 1
76353779, 0, 1
76353796, 0, 0
76353844, 1, 0
76353897, 0, 0
76353916, 0, 1
76353963, 1, 1
76354016, 0, 1
76354034, 0, 0
76354082, 1, 0
76354134, 0, 0
76354200, 1, 0
76354253, 0, 0
76354287, 0, 1
76354334, 1, 1
76354387, 0, 1
76354454, 1, 1
76354507, 0, 1
76354573, 1, 1
76354626, 0, 1
76354692, 1, 1
76354745, 0, 1
76354811, 1, 1
76354864, 0, 1
76354931, 1, 1
76354984, 0, 1
76355050, 1, 1
76355103, 0, 1
76355170, 1, 1
76355223, 0, 1
76355254, 0, 0
76355304, 1, 0
76355354, 1, 1
76355405, 0, 0
76355464, 1, 0
76355515, 0, 0
76355576, 1, 0
76355628, 0, 1
76355727, 1, 1
76355778, 1, 0
76355828, 0, 0
76355903, 1, 0
76355956, 0, 0
76356022, 1, 0
76356075, 0, 0
76356140, 1, 0
76356193, 0, 0
76356211, 0, 1
76356259, 1, 1
76356312, 0, 1
76356378, 1, 1
76356431, 0, 1
76356498, 1, 1
76356550, 0, 1
76356568, 0, 0
76356616, 1, 0
76356669, 0, 0
76356734, 1, 0
76356787, 0, 0
76356865, 1, 0
76356918, 0, 0
76356936, 0, 1
76356984, 1, 1
76357037, 0, 1
76357055, 0, 0
76357103, 1, 0
76357156, 0, 0
76357175, 0, 1
76357222, 1, 1
76357275, 0, 1
76357292, 0, 0
76357340, 1, 0
76357393, 0, 0
76357412, 0, 1
76357459, 1, 1
76357512, 0, 1
76357530, 0, 0
76357578, 1, 0
76357630, 0, 0
76357696, 1, 0
76357749, 0, 0
76357783, 0, 1
76357831, 1, 1
76357884, 0, 1
76357950, 1, 1
76358003, 0, 1
76358069, 1, 1
76358122, 0, 1
76358188, 1, 1
76358241, 0, 1
76358308, 1, 1
76358360, 0, 1
76358427, 1, 1
76358480, 0, 1
76358546, 1, 1
76358599, 0, 1
76358665, 1, 1
76358718, 0, 1
76358749, 0, 0
76358800, 1, 0
76358850, 1, 1
76358900, 0, 0
76358959, 1, 0
76359011, 0, 0
76359072, 1, 0
76359123, 0, 0
76359124, 0, 1
76359223, 1, 1
76359273, 1, 0
76359324, 0, 0
76359399, 1, 0
76359452, 0, 0
76359517, 1, 0
76359570, 0, 0
76359635, 1, 0
76359688, 0, 0
76359707, 0, 1
76359754, 1, 1
76359807, 0, 1
76359874, 1, 1
76359927, 0, 1
76359993, 1, 1
76360046, 0, 1
76360064, 0, 0
76360112, 1, 0
76360165, 0, 0
76360230, 1, 0
76360283, 0, 0
76360314, 0, 1
76360361, 1, 1
76360414, 0, 1
76360481, 1, 1
76360533, 0, 1
76360551, 0, 0
76360599, 1, 0
76360652, 0, 0
76360670, 0, 1
76360718, 1, 1
76360771, 0, 1
76360788, 0, 0
76360836, 1, 0
76360889, 0, 0
76360908, 0, 1
76360956, 1, 1
76361009, 0, 1
76361026, 0, 0
76361074, 1, 0
76361127, 0, 0
76361193, 1, 0
76361245, 0, 0
76361280, 0, 1
76361327, 1, 1
76361380, 0, 1
76361447, 1, 1
76361500, 0, 1
76361566, 1, 1
76361619, 0, 1
76361685, 1, 1
76361738, 0, 1
76361805, 1, 1
76361858, 0, 1
76361924, 1, 1
76361977, 0, 1
76362043, 1, 1
76362096, 0, 1
76362162, 1, 1
76362215, 0, 1
76362246, 0, 0
76362297, 1, 0
76362347, 1, 1
76362397, 0, 1
76362398, 0, 0
76362457, 1, 0
76362508, 0, 0
76362569, 1, 0
76362620, 0, 0
76362621, 0, 1
76362720, 1, 1
76362770, 1, 0
76362821, 0, 0
76362896, 1, 0
76362949, 0, 0
76363014, 1, 0
76363067, 0, 0
76363132, 1, 0
76363185, 0, 0
76363204, 0, 1
76363252, 1, 1
76363305, 0, 1
76363371, 1, 1
76363424, 0, 1
76363490, 1, 1
76363543, 0, 1
76363561, 0, 0
76363609, 1, 0
76363661, 0, 0
76363727, 1, 0
76363780, 0, 0
76363857, 1, 0
76363910, 0, 0
76363975, 1, 0
76364028, 0, 0
76364047, 0, 1
76364095, 1, 1
76364147, 0, 1
76364214, 1, 1
76364267, 0, 1
76364284, 0, 0
76364332, 1, 0
76364385, 0, 0
76364404, 0, 1
76364451, 1, 1
76364504, 0, 1
76364522, 0, 0
76364570, 1, 0
76364623, 0, 0
76364688, 1, 0
76364741, 0, 0
76364775, 0, 1
76364823, 1, 1
76364876, 0, 1
76364942, 1, 1
76364995, 0, 1
76365061, 1, 1
76365114, 0, 1
76365181, 1, 1
76365234, 0, 1
76365300, 1, 1
76365353, 0, 1
76365420, 1, 1
76365473, 0, 1
76365539, 1, 1
76365592, 0, 1
